"_id","name","agency","category","compartments","relatedItemsParents","relatedItemsChildren","relatedItems","family","status","links","description"
"mDSFQSDuATk7JZ9FY","QUICKANTQFD","GCHQ","program","","","","","process","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","[[GCHQ]] tor analytics/knowledgebase"
"oze5ZAtwbWDCDorNF","REMATION-II","undefined","attack vector","","","","","Vector","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","Joint NSA/GCHQ anti-Tor Workshop ca 2012"
"9rYgLCmykMmcZ9N6M","SERUM","NSA","program","","","","[[IRATEMONK]]","collect","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","Spotted on [[IRATEMONK]] diagram"
"nuGoB8aHb7Hn7XFu2","SETTEE","NSA","compartment","","","","","collect","unknown","http://www.intrepidreport.com/archives/8588,intrepidreport.com - Senate delivers fatal end-of-term blow to Constitution","SIGINT Exchange Designators of South Korea"
"yfpKiFJ7DzNDmFEmE","SHORTSHEET","NSA","attack vector","","","","","Attack","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","CNE (hacking) technique used against Tor users"
"EpFdzy2MqL4GmQQJr","SKYWRITER","NSA","program","","","","","target","unknown","http://www.intrepidreport.com/archives/8588,intrepidreport.com - Senate delivers fatal end-of-term blow to Constitution",""
"xsh49bZEmgSTPmjca","SURPLUSHANGAR","NSA","program","","","","","collect","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames",""
"K7iNp99iosjund7SL","ALPHA","GCHQ","compartment","","","","","","active","http://www.intrepidreport.com/archives/8588,intrepidreport.com - Senate delivers fatal end-of-term blow to Constitution","Britain%u2019s Government Communications Headquarters ([[GCHQ]])."
"D7dpAaLR5D3NvtwYm","AGILEVIEW","undefined","program","","","","","","unknown","http://cryptome.org/2013/08/nsa-x-keyscore-family.htm,cryptome.org - NSA X-Keyscore Member of Cyberespionage Family",""
"kwgs2rervMdzJmTzJ","AGILITY","NSA","program","","","","[[OCEANARIUM]],[[PINWALE]],[[NUCLEON]]","database","unknown","http://www.intrepidreport.com/archives/8588,intrepidreport.com - Senate delivers fatal end-of-term blow to Constitution,http://cryptome.org/2013/08/nsa-x-keyscore-family.htm,cryptome.org - NSA X-Keyscore Member of Cyberespionage Family","stores intercepted voice communications"
"gtoPzqKhyoXy6LNGs","AIGHANDLER","NSA","program","","","","","process","unknown","http://cryptome.org/2013/08/nsa-x-keyscore-family.htm,cryptome.org - NSA X-Keyscore Member of Cyberespionage Family","Geolocation analysis"
"aHLaTqkHBAeEWQtW3","AIRGAP/COZEN","NSA","program","","","","","collect","unknown","http://cryptome.org/2013/08/nsa-x-keyscore-family.htm,cryptome.org - NSA X-Keyscore Member of Cyberespionage Family",""
"McCaEQwpwPTDg2AGL","ALTEREGOQFD","NSA","program","","","","[[QUANTUM]]","Database","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","A %u201CQuestion filled Dataset%u201D"
"wS34iCiu7Rgbr7foS","AMBULANT","NSA","compartiment","[[ECI]],[[TOP SECRET]],[[SI]],[[REL TO USA]],[[FVEY]]","[[BULLRUN]]","","[[BULLRUN]]","[[ECI]]","unknown","http://cryptome.org/2013/09/nsa-bullrun-2-16-guardian-13-0905.pdf,cryptome.org/guardian - PROJECT BULLRUN ","An undetermined, highly confidential compartiment mentioned in the [[BULLRUN]] documents."
"bTYveydZHNrN9Ae2X","ANCHORY","NSA","program","","","","[[MAUI]],[[OCEANARIUM]]","database","unknown","https://muckrock.s3.amazonaws.com/foia_files/7-17-13_MR6022RES.pdf, www.muckrock.com -7-17-13_MR6022RES.pdf,http://www.theatlantic.com/technology/archive/2013/08/an-educated-guess-about-how-the-nsa-is-structured/278697/,theatlantic.com - An Educated Guess About How the NSA Is Structured,http://www.intrepidreport.com/archives/8588,intrepidreport.com - Senate delivers fatal end-of-term blow to Constitution","NSA software system which provides web access to textual intelligence documents / Main repository of finished NSA SIGINT reports going back three years."
"Z87qcfsLix574oCkz","ANGRYNEIGHBOR","NSA","attack vector","","[[TAO]]","[[CTX4000]],[[CW]],[[LOUDAUTO]],[[PHOTOANGLO]],[[SURLYSPAWN]],[[TAWDRYYARD]],[[NIGHTWATCH]],[[VIEWPLATE]]","[[CW]],[[SURLYSPAWN]],[[RAGEMASTER]],[[DROPMIRE]],[[LOUDAUTO]]","hardware","active","http://www.spiegel.de/international/world/the-nsa-uses-powerful-toolbox-in-effort-to-spy-on-global-networks-a-940969-2.html,spiegel.de - Inside TAO: Documents Reveal Top NSA Hacking Unit,http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","A family of bugs implemented as RF retro reflectors. These communicate with the use of an external radar wave generator such as [[CTX4000]] or [[PHOTOANGLO]]. The signals are then processed by a system such as [[VIEWPLATE]], (for the [[VAGRANT]] video signal). Known implementations: ||LOUDAUTO]] (ambient audio). ||DROPMIRE]] (printer/fax), [[RAGEMASTER]] (video), [[SURLYSPAWN]] (keyboard/mouse)."
"A9BeLqmcesMRGBoGn","ANTOLPPROTOSSGUI","NSA","program","","","","[[PROTOSS]],[[ANTO]]","collect","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","ANTO LP PROTOSS GUI was spotted on [[IRONCHEF]] diagram."
"L88qekMF8hWDxHDRS","APERIODIC","NSA","compartiment","[[ECI]],[[TOP SECRET]],[[SI]],[[REL TO USA]],[[FVEY]]","[[BULLRUN]]","","[[BULLRUN]]","[[ECI]]","unknown","http://cryptome.org/2013/09/nsa-bullrun-2-16-guardian-13-0905.pdf,cryptome.org/guardian","An undetermined, highly confidential compartiment mentioned in the [[BULLRUN]] documents."
"e3vt7Zfn3xGZSdHos","AQUADOR","NSA","program","","","","","process","unknown","http://www.theatlantic.com/technology/archive/2013/08/an-educated-guess-about-how-the-nsa-is-structured/278697/,theatlantic.com - An Educated Guess About How the NSA Is Structured","Merchant ship tracking tool"
"Ec4YoftLC8C7WPTbd","ARCA","NSA","program","","","","","collect","unknown","http://www.intrepidreport.com/archives/8588,intrepidreport.com - Senate delivers fatal end-of-term blow to Constitution","SIGINT Exchange Designators with Third or Fourth Parties."
"jvYmkdvQpwPipojSY","ARKSTREAM","NSA","attack vector","","[[TAO]]","","[[DEITYBOUNCE]],[[SWAP]]","hardware","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","malicious BIOS flashing program, known to be associated with [[DEITYBOUNCE]] and [[SWAP]]."
"L9pPDP7pinutB6YLi","ARTEMIS","NSA","program","","","","[[ENTOURAGE]]","process","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","An undetermined program for Geospatial analysis"
"J6spP9mdizSxSCLS6","ARTIFICE","NSA","program","[[TOP SECRET]],[[COMINT]],[[NOFORN]]","[[STORMBREW]]","","[[WOLFPOINT]],[[STORMBREW]]","collect","active","http://www.washingtonpost.com/world/national-security/nsa-tracking-cellphone-locations-worldwide-snowden-documents-show/2013/12/04/5492873a-5cf2-11e3-bc56-c6ca94801fac_story.html,washingtonpost.com - NSA tracking cellphone locations worldwide, Snowden documents show,https://en.wikipedia.org/wiki/STORMBREW, en.wikipedia.org - STORMBREW,http://electrospaces.blogspot.fr/2014/01/slides-about-nsas-upstream-collection.html,electrospaces.blogspot.fr - Slides about NSA's Upstream collection,https://www.documentcloud.org/documents/813849-sso2.html#document/p1, www.documentcloud.org - FAA reports by provider","A [[SIGAD]] (SIGINT Activity Designator) known as [[STORMBREW]], for example, relies on two unnamed corporate partners described only as [[ARTIFICE]] and [[WOLFPOINT]]. According to an NSA site inventory, the companies administer the NSA%u2019s %u201Cphysical systems,%u201D or interception equipment, and %u201CNSA asks nicely for tasking/updates.%u201D"
"WtDNRNCMJCyK9s9JB","ASSOCIATION","NSA","Program","","","","","Database","unknown","http://www.theatlantic.com/technology/archive/2013/08/an-educated-guess-about-how-the-nsa-is-structured/278697/,theatlantic.com - An Educated Guess About How the NSA Is Structured","Tactical SIGINT social network database"
"tZDwEfgpswpSbD8Px","AUNTIE","NSA","compartiment","[[ECI]],[[TOP SECRET]],[[SI]],[[REL TO USA]],[[FVEY]]","[[BULLRUN]]","","[[BULLRUN]]","collect","unknown","http://cryptome.org/2013/09/nsa-bullrun-2-16-guardian-13-0905.pdf,cryptome.org/guardian - nsa-bullrun-2-16-guardian-13-0905.pdf","An undetermined, highly confidential compartiment mentioned in the [[BULLRUN]] documents."
"3itzzKxS84m5sx2H8","AUTOSOURCE","NSA","program","","","","","collect","unknown","http://cryptome.org/2013/08/nsa-x-keyscore-family.htm,cryptome.org -NSA X-Keyscore Member of Cyberespionage Family",""
"HJmop7xg9Rppxdp8p","BACONRIDGE","NSA","compartment","","[[TAO]]","","[[TAO]]","[[ECI]]","unknown","http://www.spiegel.de/fotostrecke/nsa-dokumente-die-abteilung-tao-der-nsa-fotostrecke-105355-14.html,Der Spiegel - Geheimdokumente: Die Spezialabteilung [[TAO]] der NSA stellt sich vor,http://www.spiegel.de/international/world/the-nsa-uses-powerful-toolbox-in-effort-to-spy-on-global-networks-a-940969.html,Der Spiegel - Inside TAO: Documents Reveal Top NSA Hacking Unit,http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","Installation of [[TAO]] in St. Antonio, TX. 270 personnel, 210 workstations."
"GYRLCi3JevrSQHCPk","BANANAGLEE","NSA","attack vector","","[[TAO]]","","[[TAO]],[[JETPLOW]],[[SOUFFLETROUGH]],[[FEEDTROUGH]],[[GOURMETTROUGH]]","software","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","A software exploit made by Digital Network Technologies ([[DNT]]) for Juniper Netscreen ns5xt, ns50, ns200, ns500, ISG 1000, ssg140, ssg5, ssg20, SSG 320M, SSG 350M, SSG 520, SSG 550, SSG 520M, SSG 550M firewalls. Also works on Cisco PIX 500 series and ASA 5505, 5510, 5520, 5540, and 5550 series firewalls. Used for exfiltrating data from target networks."
"EEBPjFknJvf4FFctQ","BANYAN","NSA","program","","","","","database","unknown","http://www.theatlantic.com/technology/archive/2013/08/an-educated-guess-about-how-the-nsa-is-structured/278697/,theatlantic.com - An Educated Guess About How the NSA Is Structured","NSA tactical geospatial correlation database"
"rwokgGZsKpezXgyej","BEACHHEAD","NSA","attack vector","","[[FERRETCANNON]]","","[[FERRETCANNON]],[[FOXACID]]","network","unknown","https://www.schneier.com/blog/archives/2013/10/the_nsas_new_ri.html,schneier.com - The NSA's New Risk Analysis","Computer exploit delivered by the [[FERRETCANNON]] system."
"g4yi6NqaSM2v5rR9s","BELLTOPPER","NSA","program","","","","","database","unknown","https://muckrock.s3.amazonaws.com/foia_files/7-17-13_MR6022RES.pdf,muckrock.com - 7-17-13_MR6022RES.pdf",""
"zxyYbnt4Mrzq7dmNu","BINOCULAR","NSA","program","","","","","process","unknown","https://www.fas.org/irp/program/disseminate/binocular.htm,fas.org - BINOCULAR ","BINOCULAR is an integrated NSA signals intelligence source data broadcast service system, integrating nine separate Ultra High Frequency (UHF) transmissions, transmitted through the Global Broadcast System satellite network."
"EP5Bu8wuwFTmzyWLL","BLACKFOOT","NSA","attack vector","","[[GENIE]]","[[HIGHLAND]],[[VAGRANT]]","","hardware","unknown","http://www.theguardian.com/world/2013/jun/30/nsa-leaks-us-bugging-european-allies,theguardian.com - New NSA leaks show how US is bugging its European allies,http://www.bbc.co.uk/news/world-europe-24628947, http://www.bbc.co.uk - US National Security Agency 'spied on French diplomats,https://www.documentcloud.org/documents/807030-ambassade.html#document/p1,docs by lemonde.fr","Name of an operation to bug the french ambassy in Washington, introducing spywares in foreign embassies."
"2sWD2SZt3BfpzS4ff","BLACKHEART","NSA","program","","","","","collect","","https://www.documentcloud.org/documents/807030-ambassade.html#document/p1,docs by lemonde.fr,https://www.schneier.com/blog/archives/2013/10/code_names_for.html,www.schneier.com - Code Names for NSA Exploit Tools,http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","collection from FBI implant."
"LghR4MXCwx9forYHh","BLACKMAGIC","NSA","program","","","","","collect","unknown","",""
"W4Kq4bpTeEtrszHZ8","BLACKPEARL","NSA","program","","","","","collect","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","mentioned in context of Petrobras story"
"iYhLvbkYXbeNiZoct","BLARNEY","NSA","program","[[FISA]],[[TOP SECRET]],[[COMINT]],[[NOFORN]],[[FOUO]]","[[UPSTREAM]]","","[[UPSTREAM]]","collect","unknown","https://en.wikipedia.org/wiki/Blarney_%28code_name%29,en.wikipedia.org - Blarney,http://online.wsj.com/article/SB10001424127887324108204579022874091732470.html,wsj.com - New Details Show Broader NSA Surveillance Reach,http://cryptome.org/2013/12/nsa-cable-spy-types.pdf|,SSO - The cryptologic provider of Intelligence from Global High-Capacity Telecommunications Systems","BLARNEY is a communications surveillance program, started in 1978 and operated under FISA. The collection takes place at top-level telecommunications facilities within the United States, choke points through which most traffic will flow, including wireless. This type of surveillance is referred to as ""[[UPSTREAM]] collection"". Among the facilities associated with BLARNEY are AT&T's Room 641A in San Francisco, California, revealed in 2006 by Mark Klein, and another in New Jersey. Like its counterparts, BLARNEY was expanded after the September 11 attacks. Information collected from BLARNEY is shared with many agencies in the United States, including the CIA, NSA, FBI and DOJ, it is also shared with the Five Eyes and NATO. A number of private companies also have access."
"3wWoTbmLWBfGu86E8","BLINDDATE","NSA","attack vector","","","","[[STRAITBIZARRE]],[[QUANTUM]],[[QFIRE]],[[TAO]]","hardware","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","Software included on [[SPARROW-II]] mini computers. Also seen in another context on [[QFIRE]] slide as part of a %u201C[[TAO]] covert network.%u201D."
"5kRK2YQwi2gptXErW","BLUEANCHOR","NSA","program","","[[YACHTSTOP]]","","[[YACHTSTOP]],[[UPSTREAM]]","collect","unknown","https://en.wikipedia.org/wiki/OAKSTAR,en.wikipedia.org - OAKSTAR","Partner providing a network access point for the [[YACHTSTOP]] program."
"HiXPHZwkJx7GfN2cD","BLUEZEPHYR","NSA","program","","[[OAKSTAR]]","","[[OAKSTAR]],[[UPSTREAM]]","collect","unknown","https://en.wikipedia.org/wiki/OAKSTAR, en.wikipedia.org - OAKSTAR","subprogram of [[OAKSTAR]]."
"DPcEraNSQk4uJeWMr","BRUNEAU","NSA","attack vector","","[[GENIE]]","","","hardware","unknown","http://www.theguardian.com/world/2013/jun/30/nsa-leaks-us-bugging-european-allies,TheGuardian - New NSA leaks show how US is bugging its European allies","Name of an operation to bug the italian UN mission, introducing spywares in foreign embassies."
"5nCMbK6sx8N5hdmi4","BROKER","NSA","program","","","","","collect","unknown","",""
"iTCHhGeRSA5njLSuD","BSR","NSA","program","","[[TAO]]","","[[CANDYGRAM]],[[LANDSHARK]]","collect","unknown","http://cryptome.org/2013/12/nsa-catalog-appelbaum.pdf,cryptome.org - NSA's catalog,http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","Base Station Router, use for intercepting GSM cell phone signals. Ships with laptop and accessories, networkable with other units via 802.11. Supports [[CANDYGRAM]] and [[LANDSHARK]] capabilities."
"YYdfsNZNP5CSTMXCX","BULLDOZER","NSA","vector attack","","[[INTERDICTION]]","","","hardware","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames,http://media.ccc.de/browse/congress/2013/30C3_-_5713_-_en_-_saal_2_-_201312301130_-_to_protect_and_infect_part_2_-_jacob.html, media.ccc.de - To Protect And Infect Part 2 The militarization of the Internet by Jacob Appelbaum.,[http://www.theregister.co.uk/2013/12/31/nsa_weapons_catalogue_promises_pwnage_at_the_speed_of_light/?page=2,TheRegistry","PCI bus malicious hardware, installed via [[INTERDICTION]], possibly connected to a Wi-Fi card or a subverted router."
